﻿date,instrument,tenor,yield
2026-01-19,국고채,2.5,3.115
2026-01-19,국고채,3,3.13
2026-01-19,국고채,4,3.3
2026-01-19,국고채,5,3.392
2026-01-19,국고채,7,3.515
2026-01-19,국고채,10,3.565
2026-01-19,국고채,15,3.591
2026-01-19,국고채,20,3.495
2026-01-19,국고채,30,3.387
2026-01-16,국고채,0.25,2.424
2026-01-16,국고채,0.5,2.416
2026-01-16,국고채,0.75,2.473
2026-01-16,국고채,1,2.577
2026-01-16,국고채,1.5,2.765
2026-01-16,국고채,2,2.875
2026-01-16,국고채,2.5,3.077
2026-01-16,국고채,3,3.081
2026-01-16,국고채,4,3.244
2026-01-16,국고채,5,3.322
2026-01-16,국고채,7,3.447
2026-01-16,국고채,10,3.5
2026-01-16,국고채,15,3.526
2026-01-16,국고채,20,3.428
2026-01-16,국고채,30,3.322
2026-01-15,국고채,0.25,2.42
2026-01-15,국고채,0.5,2.415
2026-01-15,국고채,0.75,2.472
2026-01-15,국고채,1,2.562
2026-01-15,국고채,1.5,2.768
2026-01-15,국고채,2,2.882
2026-01-15,국고채,2.5,3.08
2026-01-15,국고채,3,3.085
2026-01-15,국고채,4,3.244
2026-01-15,국고채,5,3.321
2026-01-15,국고채,7,3.451
2026-01-15,국고채,10,3.5
2026-01-15,국고채,15,3.535
2026-01-15,국고채,20,3.437
2026-01-15,국고채,30,3.327
2026-01-14,국고채,0.25,2.399
2026-01-14,국고채,0.5,2.395
2026-01-14,국고채,0.75,2.453
2026-01-14,국고채,1,2.536
2026-01-14,국고채,1.5,2.732
2026-01-14,국고채,2,2.824
2026-01-14,국고채,2.5,2.996
2026-01-14,국고채,3,2.995
2026-01-14,국고채,4,3.163
2026-01-14,국고채,5,3.24
2026-01-14,국고채,7,3.385
2026-01-14,국고채,10,3.42
2026-01-14,국고채,15,3.465
2026-01-14,국고채,20,3.377
2026-01-14,국고채,30,3.277
2026-01-13,국고채,0.25,2.394
2026-01-13,국고채,0.5,2.38
2026-01-13,국고채,0.75,2.452
2026-01-13,국고채,1,2.523
2026-01-13,국고채,1.5,2.743
2026-01-13,국고채,2,2.832
2026-01-13,국고채,2.5,3.01
2026-01-13,국고채,3,2.998
2026-01-13,국고채,4,3.166
2026-01-13,국고채,5,3.242
2026-01-13,국고채,7,3.391
2026-01-13,국고채,10,3.417
2026-01-13,국고채,15,3.462
2026-01-13,국고채,20,3.375
2026-01-13,국고채,30,3.277
2026-01-12,국고채,0.25,2.384
2026-01-12,국고채,0.5,2.375
2026-01-12,국고채,0.75,2.45
2026-01-12,국고채,1,2.512
2026-01-12,국고채,1.5,2.745
2026-01-12,국고채,2,2.822
2026-01-12,국고채,2.5,3
2026-01-12,국고채,3,2.98
2026-01-12,국고채,4,3.147
2026-01-12,국고채,5,3.212
2026-01-12,국고채,7,3.371
2026-01-12,국고채,10,3.395
2026-01-12,국고채,15,3.437
2026-01-12,국고채,20,3.347
2026-01-12,국고채,30,3.245
2026-01-09,국고채,0.25,2.383
2026-01-09,국고채,0.5,2.372
2026-01-09,국고채,0.75,2.45
2026-01-09,국고채,1,2.506
2026-01-09,국고채,1.5,2.745
2026-01-09,국고채,2,2.814
2026-01-09,국고채,2.5,2.985
2026-01-09,국고채,3,2.94
2026-01-09,국고채,4,3.128
2026-01-09,국고채,5,3.192
2026-01-09,국고채,7,3.358
2026-01-09,국고채,10,3.387
2026-01-09,국고채,15,3.437
2026-01-09,국고채,20,3.36
2026-01-09,국고채,30,3.257
2026-01-08,국고채,0.25,2.385
2026-01-08,국고채,0.5,2.372
2026-01-08,국고채,0.75,2.45
2026-01-08,국고채,1,2.505
2026-01-08,국고채,1.5,2.737
2026-01-08,국고채,2,2.795
2026-01-08,국고채,2.5,2.956
2026-01-08,국고채,3,2.909
2026-01-08,국고채,4,3.097
2026-01-08,국고채,5,3.165
2026-01-08,국고채,7,3.325
2026-01-08,국고채,10,3.345
2026-01-08,국고채,15,3.4
2026-01-08,국고채,20,3.327
2026-01-08,국고채,30,3.235
2026-01-07,국고채,0.25,2.383
2026-01-07,국고채,0.5,2.372
2026-01-07,국고채,0.75,2.451
2026-01-07,국고채,1,2.505
2026-01-07,국고채,1.5,2.74
2026-01-07,국고채,2,2.803
2026-01-07,국고채,2.5,2.962
2026-01-07,국고채,3,2.907
2026-01-07,국고채,4,3.112
2026-01-07,국고채,5,3.187
2026-01-07,국고채,7,3.343
2026-01-07,국고채,10,3.357
2026-01-07,국고채,15,3.394
2026-01-07,국고채,20,3.32
2026-01-07,국고채,30,3.225
2026-01-06,국고채,0.25,2.394
2026-01-06,국고채,0.5,2.372
2026-01-06,국고채,0.75,2.46
2026-01-06,국고채,1,2.515
2026-01-06,국고채,1.5,2.755
2026-01-06,국고채,2,2.821
2026-01-06,국고채,2.5,2.995
2026-01-06,국고채,3,2.948
2026-01-06,국고채,4,3.16
2026-01-06,국고채,5,3.247
2026-01-06,국고채,7,3.386
2026-01-06,국고채,10,3.4
2026-01-06,국고채,15,3.432
2026-01-06,국고채,20,3.357
2026-01-06,국고채,30,3.247
2026-01-05,국고채,0.25,2.399
2026-01-05,국고채,0.5,2.37
2026-01-05,국고채,0.75,2.462
2026-01-05,국고채,1,2.531
2026-01-05,국고채,1.5,2.745
2026-01-05,국고채,2,2.798
2026-01-05,국고채,2.5,2.972
2026-01-05,국고채,3,2.927
2026-01-05,국고채,4,3.149
2026-01-05,국고채,5,3.242
2026-01-05,국고채,7,3.391
2026-01-05,국고채,10,3.395
2026-01-05,국고채,15,3.44
2026-01-05,국고채,20,3.375
2026-01-05,국고채,30,3.275
2026-01-02,국고채,0.25,2.409
2026-01-02,국고채,0.5,2.375
2026-01-02,국고채,0.75,2.461
2026-01-02,국고채,1,2.535
2026-01-02,국고채,1.5,2.739
2026-01-02,국고채,2,2.79
2026-01-02,국고채,2.5,2.97
2026-01-02,국고채,3,2.926
2026-01-02,국고채,4,3.146
2026-01-02,국고채,5,3.235
2026-01-02,국고채,7,3.383
2026-01-02,국고채,10,3.385
2026-01-02,국고채,15,3.42
2026-01-02,국고채,20,3.346
2026-01-02,국고채,30,3.256
2025-12-31,국고채,0.25,2.411
2025-12-31,국고채,0.5,2.392
2025-12-31,국고채,0.75,2.471
2025-12-31,국고채,1,2.55
2025-12-31,국고채,1.5,2.745
2025-12-31,국고채,2,2.794
2025-12-31,국고채,2.5,2.982
2025-12-31,국고채,3,2.951
2025-12-31,국고채,4,3.154
2025-12-31,국고채,5,3.235
2025-12-31,국고채,7,3.377
2025-12-31,국고채,10,3.385
2025-12-31,국고채,15,3.42
2025-12-31,국고채,20,3.347
2025-12-31,국고채,30,3.251
2025-12-30,국고채,0.25,2.411
2025-12-30,국고채,0.5,2.392
2025-12-30,국고채,0.75,2.471
2025-12-30,국고채,1,2.55
2025-12-30,국고채,1.5,2.745
2025-12-30,국고채,2,2.794
2025-12-30,국고채,2.5,2.982
2025-12-30,국고채,3,2.951
2025-12-30,국고채,4,3.154
2025-12-30,국고채,5,3.235
2025-12-30,국고채,7,3.377
2025-12-30,국고채,10,3.385
2025-12-30,국고채,15,3.42
2025-12-30,국고채,20,3.347
2025-12-30,국고채,30,3.251
2025-12-29,국고채,0.25,2.411
2025-12-29,국고채,0.5,2.39
2025-12-29,국고채,0.75,2.471
2025-12-29,국고채,1,2.55
2025-12-29,국고채,1.5,2.738
2025-12-29,국고채,2,2.784
2025-12-29,국고채,2.5,2.971
2025-12-29,국고채,3,2.939
2025-12-29,국고채,4,3.146
2025-12-29,국고채,5,3.227
